StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q20,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q22,Q23,Q16_1,Q16_2,Q16_3,Q16_4,Q16_6,Q16_6_TEXT,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_6_TEXT,Q21
2022-10-19 10:02:34,2022-10-19 10:04:14,IP Address,*******,100,99,True,2022-10-19 10:04:14,R_SK4u4rYZel6VEkh,*******,*******,*******,*******,*******,*******,anonymous,EN,mbh222,No,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,,,,,,Add a @peers feature to ask for peers' opinions,,,,,
2022-10-19 11:03:27,2022-10-19 11:05:05,IP Address,*******,100,98,True,2022-10-19 11:05:06,R_RgWyjyeaCNz2uzf,*******,*******,*******,*******,*******,*******,anonymous,EN,psp42,Yes,"I could not upload an image. ",Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,,,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-19 17:19:17,2022-10-19 17:20:46,IP Address,*******,100,88,True,2022-10-19 17:20:46,R_0CgZLKjOT1HpxLj,*******,*******,*******,*******,*******,*******,anonymous,EN,mc2594,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,,,,,,,Add a @peers feature to ask for peers' opinions,,,,,
2022-10-19 21:09:07,2022-10-19 21:10:45,IP Address,*******,100,97,True,2022-10-19 21:10:45,R_3jfg2GPJWGWbNS5,*******,*******,*******,*******,*******,*******,anonymous,EN,cs2338,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,,,,,,
2022-10-19 21:15:42,2022-10-19 21:17:45,IP Address,*******,100,122,True,2022-10-19 21:17:45,R_2Cq4AM8Jf9OcWoj,*******,*******,*******,*******,*******,*******,anonymous,EN,jx235,No,,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,,,Add a filter to only see posts by friends,,,
2022-10-19 23:34:23,2022-10-19 23:42:56,IP Address,*******,100,513,True,2022-10-19 23:42:56,R_1F50QLxglJRHmaC,*******,*******,*******,*******,*******,*******,anonymous,EN,eew64,No,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,,,Posts should answer a specific given question on a topic (e.g. how to reduce crowding by design) rather than simply related to the topic,,,,,,,,,"Others, please specify",none,
2022-10-20 05:59:51,2022-10-20 06:00:40,IP Address,*******,100,49,True,2022-10-20 06:00:40,R_2urdNeLhWkzlE5n,*******,*******,*******,*******,*******,*******,anonymous,EN,rnp36,No,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,,,,Add a filter to only see posts by friends,,,
2022-10-20 07:39:49,2022-10-20 07:42:41,IP Address,*******,100,172,True,2022-10-20 07:42:42,R_2dutWppZHcwjnCc,*******,*******,*******,*******,*******,*******,anonymous,EN,eam358,Yes,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,,,Add links to profiles of whom left comments,,,,
2022-10-20 10:23:03,2022-10-20 10:58:03,IP Address,*******,100,2100,True,2022-10-20 10:58:03,R_1OH8YAzTbNfY0Gt,*******,*******,*******,*******,*******,*******,anonymous,EN,vas57,No,,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,Posts should answer a specific given question on a topic (e.g. how to reduce crowding by design) rather than simply related to the topic,,"Others, please specify","I think that posts should be able to answer a specific question rather than be forced to because there were times when I struggled to understand an HER process. Also, being able to respond to others would help ignite discussion.",,,,Add links to profiles of whom left comments,,,,
2022-10-20 11:31:43,2022-10-20 11:44:52,IP Address,*******,100,789,True,2022-10-20 11:44:53,R_AKTal3o3XxJV2X7,*******,*******,*******,*******,*******,*******,anonymous,EN,dmf236,No,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-20 20:25:52,2022-10-20 20:26:48,IP Address,*******,100,56,True,2022-10-20 20:26:50,R_1LhEH4MaeEjEU7c,*******,*******,*******,*******,*******,*******,anonymous,EN,pl623,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Posts should answer a specific given question on a topic (e.g. how to reduce crowding by design) rather than simply related to the topic,,,,,,,Add links to profiles of whom left comments,,,,
2022-10-21 09:01:26,2022-10-21 09:04:15,IP Address,*******,100,169,True,2022-10-21 09:04:16,R_1E6wx1ePDX1GbvQ,*******,*******,*******,*******,*******,*******,anonymous,EN,nae36,No,,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,Add a @peers feature to ask for peers' opinions,,,,,
2022-10-21 09:05:52,2022-10-21 09:06:53,IP Address,*******,100,60,True,2022-10-21 09:06:53,R_5haAbbmNqIORUnn,*******,*******,*******,*******,*******,*******,anonymous,EN,mm2577,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,,,,,,,Add links to profiles of whom left comments,,,,
2022-10-21 09:03:01,2022-10-21 09:09:43,IP Address,*******,100,401,True,2022-10-21 09:09:43,R_pyBuQ9cYsVylNe1,*******,*******,*******,*******,*******,*******,anonymous,EN,zrr5,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,,,,,,Add a @TA feature to ask for TAs' opinions,,Add links to profiles of whom left comments,Add a filter to only see posts by friends,,,"nope! "
2022-10-21 09:11:07,2022-10-21 09:13:04,IP Address,*******,100,117,True,2022-10-21 09:13:05,R_28TclhbxCuyNXYl,*******,*******,*******,*******,*******,*******,anonymous,EN,Kv245,Yes,"Could upload from iPhone, but not from laptop (windows)",Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,,,Posts should answer a specific given question on a topic (e.g. how to reduce crowding by design) rather than simply related to the topic,,,,,,,Add links to profiles of whom left comments,,,,
2022-10-21 09:11:46,2022-10-21 09:13:59,IP Address,*******,100,133,True,2022-10-21 09:13:59,R_2b3sFzieq5h1dbL,*******,*******,*******,*******,*******,*******,anonymous,EN,jg2252,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,Add a @TA feature to ask for TAs' opinions,,,,,,
2022-10-21 09:14:10,2022-10-21 09:15:03,IP Address,*******,100,52,True,2022-10-21 09:15:03,R_2CqQXGL5jgNmoYr,*******,*******,*******,*******,*******,*******,anonymous,EN,ab2457,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,Posts should answer a specific given question on a topic (e.g. how to reduce crowding by design) rather than simply related to the topic,,,,,Add a @TA feature to ask for TAs' opinions,,,,,,
2022-10-21 09:17:11,2022-10-21 09:18:33,IP Address,*******,100,81,True,2022-10-21 09:18:33,R_32V20f65Y892A0Q,*******,*******,*******,*******,*******,*******,anonymous,EN,Mrl253,No,,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,Posts should answer a specific given question on a topic (e.g. how to reduce crowding by design) rather than simply related to the topic,,,,,,,,Add a filter to only see posts by friends,,,
2022-10-21 09:18:32,2022-10-21 09:19:07,IP Address,*******,100,35,True,2022-10-21 09:19:08,R_3qsNC9YQB9eB9QM,*******,*******,*******,*******,*******,*******,anonymous,EN,gme35,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,,,,,,,,Add a filter to only see posts by friends,,,
2022-10-21 09:16:54,2022-10-21 09:19:10,IP Address,*******,100,135,True,2022-10-21 09:19:10,R_3MLRhOXknuKGRxw,*******,*******,*******,*******,*******,*******,anonymous,EN,dbl67,No,,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,Add a @peers feature to ask for peers' opinions,,,,,
2022-10-21 09:18:14,2022-10-21 09:20:44,IP Address,*******,100,149,True,2022-10-21 09:20:44,R_1hzIGMerBNvVpvK,*******,*******,*******,*******,*******,*******,anonymous,EN,nrb84,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,,,,,,Add a @TA feature to ask for TAs' opinions,,Add links to profiles of whom left comments,Add a filter to only see posts by friends,,,
2022-10-21 09:16:41,2022-10-21 09:25:43,IP Address,*******,100,541,True,2022-10-21 09:25:43,R_6XaJT7mm1p0cOZP,*******,*******,*******,*******,*******,*******,anonymous,EN,dl963,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-21 09:25:26,2022-10-21 09:29:18,IP Address,*******,100,232,True,2022-10-21 09:29:18,R_1HieDIQCQUv9kDf,*******,*******,*******,*******,*******,*******,anonymous,EN,rn262,Yes,comments that i posted not showing up,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,,Add a @peers feature to ask for peers' opinions,,,,,
2022-10-21 09:27:06,2022-10-21 09:31:41,IP Address,*******,100,275,True,2022-10-21 09:31:42,R_1IuZeRwW95RxzRU,*******,*******,*******,*******,*******,*******,anonymous,EN,jty26,No,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",Posts should answer a specific given question on a topic (e.g. how to reduce crowding by design) rather than simply related to the topic,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,Add links to profiles of whom left comments,Add a filter to only see posts by friends,,,No
2022-10-21 09:33:31,2022-10-21 09:35:22,IP Address,*******,100,111,True,2022-10-21 09:35:23,R_RakSiPz5flnjKud,*******,*******,*******,*******,*******,*******,anonymous,EN,kl983,No,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,,,,,,,,Add a filter to only see posts by friends,,,
2022-10-21 09:39:24,2022-10-21 09:40:57,IP Address,*******,100,93,True,2022-10-21 09:40:57,R_2UeW4FF2Nr5Zz0F,*******,*******,*******,*******,*******,*******,anonymous,EN,ih234,No,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,Posts should answer a specific given question on a topic (e.g. how to reduce crowding by design) rather than simply related to the topic,,,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-21 09:39:07,2022-10-21 09:43:05,IP Address,*******,100,237,True,2022-10-21 09:43:05,R_2EtsL88ulqXzXlx,*******,*******,*******,*******,*******,*******,anonymous,EN,kmt224,No,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,Add a @TA feature to ask for TAs' opinions,Add a @peers feature to ask for peers' opinions,Add links to profiles of whom left comments,,,,"I haven't been very active in the project but with the little I have participated, I've enjoyed it and I wish I remembered to post more."
2022-10-21 09:46:04,2022-10-21 09:47:41,IP Address,*******,100,96,True,2022-10-21 09:47:41,R_ZfppzZ7Usr8WGLD,*******,*******,*******,*******,*******,*******,anonymous,EN,Jrd327,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-21 09:46:27,2022-10-21 09:48:49,IP Address,*******,100,141,True,2022-10-21 09:48:49,R_1kHx3jr0zxcF7Ux,*******,*******,*******,*******,*******,*******,anonymous,EN,ajk275,Yes,"WHen I write a comment, I notice it remains in the text area even after submitting it.",Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",Posts should answer a specific given question on a topic (e.g. how to reduce crowding by design) rather than simply related to the topic,,,,Default post order in “community” page should be organized by random rather than by time,,Add a @peers feature to ask for peers' opinions,,,,,
2022-10-21 09:57:24,2022-10-21 09:59:04,IP Address,*******,100,100,True,2022-10-21 09:59:05,R_2dJTmbdqcOxzMch,*******,*******,*******,*******,*******,*******,anonymous,EN,hes222,Yes,"My post deleted. ",Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,,,,,,no
2022-10-21 09:27:05,2022-10-21 10:07:58,IP Address,*******,100,2452,True,2022-10-21 10:07:58,R_1IRXP4noIk8kSWJ,*******,*******,*******,*******,*******,*******,anonymous,EN,Tma62,No,,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-21 10:25:37,2022-10-21 10:27:06,IP Address,*******,100,88,True,2022-10-21 10:27:07,R_27IO3nSjAhJ4crY,*******,*******,*******,*******,*******,*******,anonymous,EN,sh835,No,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-21 10:26:18,2022-10-21 10:28:34,IP Address,*******,100,136,True,2022-10-21 10:28:34,R_33B9AATC28jJhzo,*******,*******,*******,*******,*******,*******,anonymous,EN,dgh83,Yes,Cant drag photo into upload box. Must right click to upload.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,,,"Others, please specify","I like it just the way it is ",,Add a @TA feature to ask for TAs' opinions,,,,,,Good so far!
2022-10-21 10:46:38,2022-10-21 10:48:42,IP Address,*******,100,123,True,2022-10-21 10:48:42,R_1oe9fhgxVGt8Cb6,*******,*******,*******,*******,*******,*******,anonymous,EN,jj526,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,Add a @peers feature to ask for peers' opinions,,,,,
2022-10-21 10:52:43,2022-10-21 10:54:21,IP Address,*******,100,97,True,2022-10-21 10:54:21,R_sBEUjLYHhw3azKN,*******,*******,*******,*******,*******,*******,anonymous,EN,Rgh227,No,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,,,,,,
2022-10-21 11:14:36,2022-10-21 11:15:31,IP Address,*******,100,55,True,2022-10-21 11:15:32,R_efD3gTwEj0zbgUp,*******,*******,*******,*******,*******,*******,anonymous,EN,bt283,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,Posts should answer a specific given question on a topic (e.g. how to reduce crowding by design) rather than simply related to the topic,,,,,Add a @TA feature to ask for TAs' opinions,,,,,,
2022-10-21 12:07:32,2022-10-21 12:08:21,IP Address,*******,100,49,True,2022-10-21 12:08:21,R_3njbhyK19ME8sa9,*******,*******,*******,*******,*******,*******,anonymous,EN,rs932,No,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,"Others, please specify","no ",,,,,,"Others, please specify",no,no
2022-10-21 12:29:26,2022-10-21 12:31:07,IP Address,*******,100,100,True,2022-10-21 12:31:07,R_SJBXbmIsZOuZ5Hb,*******,*******,*******,*******,*******,*******,anonymous,EN,gl496,No,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,,,Add a filter to only see posts by friends,,,
2022-10-21 12:44:46,2022-10-21 12:47:07,IP Address,*******,100,141,True,2022-10-21 12:47:07,R_1jUGwcFx6vqb7Ek,*******,*******,*******,*******,*******,*******,anonymous,EN,ss3298,No,,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,Posts should answer a specific given question on a topic (e.g. how to reduce crowding by design) rather than simply related to the topic,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,,Add a @peers feature to ask for peers' opinions,,,,,
2022-10-21 12:49:37,2022-10-21 12:51:54,IP Address,*******,100,137,True,2022-10-21 12:51:54,R_06f18DmWQMgWogh,*******,*******,*******,*******,*******,*******,anonymous,EN,jk2384,No,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,,,,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-21 13:09:55,2022-10-21 13:11:09,IP Address,*******,100,73,True,2022-10-21 13:11:09,R_TsZTElPEFLO0M9j,*******,*******,*******,*******,*******,*******,anonymous,EN,aqg4,No,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose any learned topics in the course.",,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,,,Add links to profiles of whom left comments,,,,
2022-10-21 17:11:58,2022-10-21 17:13:44,IP Address,*******,100,105,True,2022-10-21 17:13:44,R_5dJ08zakAK8RuVz,*******,*******,*******,*******,*******,*******,anonymous,EN,ajk276,No,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,,,,,,,
2022-10-21 17:23:47,2022-10-21 17:25:31,IP Address,*******,100,104,True,2022-10-21 17:25:31,R_3O0t3a4cNNV76UM,*******,*******,*******,*******,*******,*******,anonymous,EN,Llw62,No,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Our community should prioritize responding to each other’s comments (also count as comments) rather than always starting new comments.,,,,,,,,,Add links to profiles of whom left comments,,,,
2022-10-21 22:15:08,2022-10-21 22:16:33,IP Address,*******,100,85,True,2022-10-21 22:16:33,R_338dBjdQ5iw0XHb,*******,*******,*******,*******,*******,*******,anonymous,EN,ly375,No,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,Default post order in “community” page should be organized by random rather than by time,Add a @TA feature to ask for TAs' opinions,,Add links to profiles of whom left comments,,,,N/A
2022-10-21 23:19:03,2022-10-21 23:23:38,IP Address,*******,100,275,True,2022-10-21 23:23:39,R_2tsSDFxk13tB2qW,*******,*******,*******,*******,*******,*******,anonymous,EN,ave23,No,,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,"When posting notes, we should not be constrained to select topics from last week’s lecture but should be allowed to choose learned topics in the last 2 weeks.",,,,Add a @TA feature to ask for TAs' opinions,Add a @peers feature to ask for peers' opinions,,,,,
